Rank,Club,Country,Level,Elo,From,To,date,updated_at
44.0,Marseille,FRA,1,1737.31665039,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
46.0,West Ham,ENG,1,1727.16650391,2025-05-08,2025-05-11,2025-05-08,2025-05-08 10:17:34
48.0,Strasbourg,FRA,1,1726.13659668,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
49.0,Burnley,ENG,2,1722.55969238,2025-05-08,2025-05-31,2025-05-08,2025-05-08 10:17:34
50.0,Leeds,ENG,2,1715.32299805,2025-05-08,2025-05-31,2025-05-08,2025-05-08 10:17:34
51.0,Nice,FRA,1,1710.18811035,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
61.0,Valencia,ESP,1,1684.20214844,2025-05-07,2025-05-10,2025-05-08,2025-05-08 10:17:34
62.0,Sociedad,ESP,1,1682.57080078,2025-05-07,2025-05-10,2025-05-08,2025-05-08 10:17:34
63.0,Celta,ESP,1,1679.7286377,2025-05-07,2025-05-10,2025-05-08,2025-05-08 10:17:34
64.0,Brest,FRA,1,1675.10583496,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
65.0,Osasuna,ESP,1,1672.89624023,2025-05-08,2025-05-11,2025-05-08,2025-05-08 10:17:34
67.0,Lens,FRA,1,1667.52111816,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
72.0,Girona,ESP,1,1657.25500488,2025-05-07,2025-05-10,2025-05-08,2025-05-08 10:17:34
75.0,Rennes,FRA,1,1652.02282715,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
76.0,Mallorca,ESP,1,1651.51757812,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
78.0,Sevilla,ESP,1,1650.21179199,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
79.0,Espanyol,ESP,1,1650.05041504,2025-05-08,2025-05-11,2025-05-08,2025-05-08 10:17:34
80.0,Getafe,ESP,1,1645.06286621,2025-05-07,2025-05-10,2025-05-08,2025-05-08 10:17:34
84.0,Rayo Vallecano,ESP,1,1643.21008301,2025-05-07,2025-05-09,2025-05-08,2025-05-08 10:17:34
85.0,Toulouse,FRA,1,1641.68066406,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
88.0,Alaves,ESP,1,1637.33117676,2025-05-07,2025-05-11,2025-05-08,2025-05-08 10:17:34
91.0,Auxerre,FRA,1,1627.67443848,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
99.0,Ipswich,ENG,1,1605.58886719,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
100.0,Reims,FRA,1,1602.84118652,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Leicester,ENG,1,1600.17089844,2025-05-08,2025-05-11,2025-05-08,2025-05-08 10:17:34
,Las Palmas,ESP,1,1597.76330566,2025-05-07,2025-05-09,2025-05-08,2025-05-08 10:17:34
,Elche,ESP,2,1590.12121582,2025-05-07,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Lorient,FRA,2,1584.61779785,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Levante,ESP,2,1583.97607422,2025-05-07,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Leganes,ESP,1,1582.42858887,2025-05-07,2025-05-11,2025-05-08,2025-05-08 10:17:34
,Nantes,FRA,1,1569.27868652,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Oviedo,ESP,2,1566.24902344,2025-05-07,2025-05-11,2025-05-08,2025-05-08 10:17:34
,Metz,FRA,2,1559.35595703,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Southampton,ENG,1,1545.38598633,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Le Havre,FRA,1,1539.92358398,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Paris FC,FRA,2,1531.41503906,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Angers,FRA,1,1523.69250488,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Sunderland,ENG,2,1518.72705078,2025-05-08,2025-05-09,2025-05-08,2025-05-08 10:17:34
,Saint-Etienne,FRA,1,1516.6986084,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Montpellier,FRA,1,1494.29821777,2025-05-08,2025-05-10,2025-05-08,2025-05-08 10:17:34
,Valladolid,ESP,1,1491.75622559,2025-05-07,2025-05-10,2025-05-08,2025-05-08 10:17:34
1.0,Liverpool,ENG,1,2006.30444336,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
2.0,Arsenal,ENG,1,1978.48303223,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
4.0,Man City,ENG,1,1948.03869629,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
5.0,Paris SG,FRA,1,1946.46472168,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
6.0,Barcelona,ESP,1,1941.46691895,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
7.0,Real Madrid,ESP,1,1936.63183594,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
9.0,Chelsea,ENG,1,1885.14306641,2025-05-09,2025-05-11,2025-05-09,2025-05-09 10:16:42
10.0,Newcastle,ENG,1,1867.74035645,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
12.0,Aston Villa,ENG,1,1864.3190918,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
15.0,Atletico,ESP,1,1850.99304199,2025-05-07,2025-05-10,2025-05-09,2025-05-09 10:16:42
17.0,Brentford,ENG,1,1811.23193359,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
18.0,Bournemouth,ENG,1,1810.16760254,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
20.0,Crystal Palace,ENG,1,1802.74890137,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
21.0,Forest,ENG,1,1801.34899902,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
23.0,Man United,ENG,1,1798.56726074,2025-05-09,2025-05-11,2025-05-09,2025-05-09 10:16:42
25.0,Bilbao,ESP,1,1794.15759277,2025-05-09,2025-05-11,2025-05-09,2025-05-09 10:16:42
29.0,Tottenham,ENG,1,1787.46105957,2025-05-09,2025-05-11,2025-05-09,2025-05-09 10:16:42
30.0,Fulham,ENG,1,1786.20715332,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
31.0,Lille,FRA,1,1786.18847656,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
34.0,Brighton,ENG,1,1781.07104492,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
36.0,Monaco,FRA,1,1765.98364258,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
38.0,Betis,ESP,1,1763.69494629,2025-05-09,2025-05-11,2025-05-09,2025-05-09 10:16:42
39.0,Villarreal,ESP,1,1758.9473877,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
40.0,Everton,ENG,1,1756.74621582,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
41.0,Wolves,ENG,1,1746.87597656,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
42.0,Lyon,FRA,1,1743.01525879,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
44.0,Marseille,FRA,1,1737.31665039,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
46.0,West Ham,ENG,1,1727.16650391,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
48.0,Strasbourg,FRA,1,1726.13659668,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
49.0,Burnley,ENG,2,1722.55969238,2025-05-08,2025-05-31,2025-05-09,2025-05-09 10:16:42
50.0,Leeds,ENG,2,1715.32299805,2025-05-08,2025-05-31,2025-05-09,2025-05-09 10:16:42
51.0,Nice,FRA,1,1710.18811035,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
61.0,Valencia,ESP,1,1684.20214844,2025-05-07,2025-05-10,2025-05-09,2025-05-09 10:16:42
62.0,Sociedad,ESP,1,1682.57080078,2025-05-07,2025-05-10,2025-05-09,2025-05-09 10:16:42
63.0,Celta,ESP,1,1679.7286377,2025-05-07,2025-05-10,2025-05-09,2025-05-09 10:16:42
64.0,Brest,FRA,1,1675.10583496,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
65.0,Osasuna,ESP,1,1672.89624023,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
67.0,Lens,FRA,1,1667.52111816,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
72.0,Girona,ESP,1,1657.25500488,2025-05-07,2025-05-10,2025-05-09,2025-05-09 10:16:42
75.0,Rennes,FRA,1,1652.02282715,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
76.0,Mallorca,ESP,1,1651.51757812,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
78.0,Sevilla,ESP,1,1650.21179199,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
79.0,Espanyol,ESP,1,1650.05041504,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
80.0,Getafe,ESP,1,1645.06274414,2025-05-07,2025-05-10,2025-05-09,2025-05-09 10:16:42
84.0,Rayo Vallecano,ESP,1,1643.21008301,2025-05-07,2025-05-09,2025-05-09,2025-05-09 10:16:42
85.0,Toulouse,FRA,1,1641.68066406,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
88.0,Alaves,ESP,1,1637.33117676,2025-05-07,2025-05-11,2025-05-09,2025-05-09 10:16:42
91.0,Auxerre,FRA,1,1627.67443848,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
99.0,Ipswich,ENG,1,1605.58886719,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
100.0,Reims,FRA,1,1602.84118652,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Leicester,ENG,1,1600.17089844,2025-05-08,2025-05-11,2025-05-09,2025-05-09 10:16:42
,Las Palmas,ESP,1,1597.76330566,2025-05-07,2025-05-09,2025-05-09,2025-05-09 10:16:42
,Elche,ESP,2,1590.12121582,2025-05-07,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Lorient,FRA,2,1584.61779785,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Levante,ESP,2,1583.97619629,2025-05-07,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Leganes,ESP,1,1582.42858887,2025-05-07,2025-05-11,2025-05-09,2025-05-09 10:16:42
,Nantes,FRA,1,1569.27868652,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Oviedo,ESP,2,1566.24902344,2025-05-07,2025-05-11,2025-05-09,2025-05-09 10:16:42
,Metz,FRA,2,1559.35595703,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Southampton,ENG,1,1545.38598633,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Le Havre,FRA,1,1539.92358398,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Paris FC,FRA,2,1531.41503906,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Angers,FRA,1,1523.69250488,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Sunderland,ENG,2,1518.72705078,2025-05-08,2025-05-09,2025-05-09,2025-05-09 10:16:42
,Saint-Etienne,FRA,1,1516.6986084,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Montpellier,FRA,1,1494.29821777,2025-05-08,2025-05-10,2025-05-09,2025-05-09 10:16:42
,Valladolid,ESP,1,1491.75634766,2025-05-07,2025-05-10,2025-05-09,2025-05-09 10:16:42
1.0,Liverpool,ENG,1,2010.98742676,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
2.0,Arsenal,ENG,1,1983.16491699,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
4.0,Man City,ENG,1,1952.72119141,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
5.0,Paris SG,FRA,1,1946.46691895,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
6.0,Barcelona,ESP,1,1940.5958252,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
7.0,Real Madrid,ESP,1,1935.74804688,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
9.0,Chelsea,ENG,1,1890.35449219,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
10.0,Newcastle,ENG,1,1872.42224121,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
11.0,Aston Villa,ENG,1,1868.99719238,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
15.0,Atletico,ESP,1,1850.14343262,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
16.0,Brentford,ENG,1,1815.93713379,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
17.0,Bournemouth,ENG,1,1814.84118652,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
19.0,Man United,ENG,1,1813.22558594,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
20.0,Crystal Palace,ENG,1,1807.42578125,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
21.0,Forest,ENG,1,1805.99584961,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
24.0,Tottenham,ENG,1,1797.42785645,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
27.0,Fulham,ENG,1,1790.89208984,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
29.0,Lille,FRA,1,1786.18481445,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
30.0,Brighton,ENG,1,1785.75341797,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
32.0,Bilbao,ESP,1,1783.36120605,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
35.0,Betis,ESP,1,1769.98657227,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
36.0,Monaco,FRA,1,1765.97106934,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
38.0,Everton,ENG,1,1761.42736816,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
40.0,Villarreal,ESP,1,1758.09094238,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
41.0,Wolves,ENG,1,1751.55334473,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
42.0,Lyon,FRA,1,1743.01574707,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
44.0,Marseille,FRA,1,1737.31396484,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
46.0,West Ham,ENG,1,1731.84667969,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
47.0,Burnley,ENG,2,1727.23706055,2025-05-09,2025-05-31,2025-05-10,2025-05-10 10:15:11
49.0,Strasbourg,FRA,1,1726.13647461,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
50.0,Leeds,ENG,2,1719.99938965,2025-05-09,2025-05-31,2025-05-10,2025-05-10 10:15:11
51.0,Nice,FRA,1,1710.18774414,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
62.0,Valencia,ESP,1,1683.34387207,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
63.0,Sociedad,ESP,1,1681.73498535,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
64.0,Celta,ESP,1,1678.87683105,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
65.0,Brest,FRA,1,1675.08825684,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
66.0,Osasuna,ESP,1,1672.04321289,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
67.0,Lens,FRA,1,1667.53552246,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
72.0,Girona,ESP,1,1656.39880371,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
73.0,Rennes,FRA,1,1652.01477051,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
74.0,Mallorca,ESP,1,1650.66040039,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
77.0,Sevilla,ESP,1,1649.36083984,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
78.0,Espanyol,ESP,1,1649.20507812,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
80.0,Getafe,ESP,1,1644.20910645,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
83.0,Rayo Vallecano,ESP,1,1642.36071777,2025-05-10,2025-05-15,2025-05-10,2025-05-10 10:15:11
84.0,Toulouse,FRA,1,1641.68212891,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
87.0,Alaves,ESP,1,1636.47424316,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
91.0,Auxerre,FRA,1,1627.67712402,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
95.0,Ipswich,ENG,1,1610.26916504,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Leicester,ENG,1,1604.85131836,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
,Reims,FRA,1,1602.83557129,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Las Palmas,ESP,1,1596.9041748,2025-05-10,2025-05-13,2025-05-10,2025-05-10 10:15:11
,Elche,ESP,2,1589.26391602,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Lorient,FRA,2,1584.61535645,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Levante,ESP,2,1583.12268066,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Leganes,ESP,1,1581.57336426,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
,Nantes,FRA,1,1569.27954102,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Oviedo,ESP,2,1565.39770508,2025-05-09,2025-05-11,2025-05-10,2025-05-10 10:15:11
,Metz,FRA,2,1559.35009766,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Southampton,ENG,1,1550.06323242,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Le Havre,FRA,1,1539.9161377,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Paris FC,FRA,2,1531.40905762,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Angers,FRA,1,1523.69006348,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Sunderland,ENG,2,1523.41369629,2025-05-10,2025-05-31,2025-05-10,2025-05-10 10:15:11
,Saint-Etienne,FRA,1,1516.69384766,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Montpellier,FRA,1,1494.29577637,2025-05-08,2025-05-10,2025-05-10,2025-05-10 10:15:11
,Valladolid,ESP,1,1490.89855957,2025-05-09,2025-05-10,2025-05-10,2025-05-10 10:15:11
1.0,Liverpool,ENG,1,2010.97302246,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
2.0,Arsenal,ENG,1,1983.14648438,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
4.0,Man City,ENG,1,1952.70715332,2025-05-11,2025-05-20,2025-05-11,2025-05-11 10:14:40
5.0,Paris SG,FRA,1,1946.47155762,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
6.0,Barcelona,ESP,1,1940.61181641,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
7.0,Real Madrid,ESP,1,1935.78198242,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
9.0,Chelsea,ENG,1,1890.33813477,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
10.0,Newcastle,ENG,1,1872.40881348,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
11.0,Aston Villa,ENG,1,1868.98718262,2025-05-11,2025-05-16,2025-05-11,2025-05-11 10:14:40
15.0,Atletico,ESP,1,1850.14318848,2025-05-11,2025-05-15,2025-05-11,2025-05-11 10:14:40
16.0,Brentford,ENG,1,1815.90881348,2025-05-11,2025-05-18,2025-05-11,2025-05-11 10:14:40
17.0,Bournemouth,ENG,1,1814.83605957,2025-05-11,2025-05-20,2025-05-11,2025-05-11 10:14:40
18.0,Man United,ENG,1,1813.1895752,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
20.0,Crystal Palace,ENG,1,1807.41723633,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
21.0,Forest,ENG,1,1806.01086426,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
24.0,Tottenham,ENG,1,1797.40979004,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
27.0,Fulham,ENG,1,1790.87646484,2025-05-11,2025-05-18,2025-05-11,2025-05-11 10:14:40
29.0,Lille,FRA,1,1786.19018555,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
30.0,Brighton,ENG,1,1785.73950195,2025-05-11,2025-05-19,2025-05-11,2025-05-11 10:14:40
32.0,Bilbao,ESP,1,1783.35266113,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
35.0,Betis,ESP,1,1770.00280762,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
36.0,Monaco,FRA,1,1765.98742676,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
38.0,Everton,ENG,1,1761.41479492,2025-05-11,2025-05-18,2025-05-11,2025-05-11 10:14:40
40.0,Villarreal,ESP,1,1758.09753418,2025-05-11,2025-05-14,2025-05-11,2025-05-11 10:14:40
41.0,Wolves,ENG,1,1751.54443359,2025-05-11,2025-05-20,2025-05-11,2025-05-11 10:14:40
42.0,Lyon,FRA,1,1743.01708984,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
44.0,Marseille,FRA,1,1737.31835938,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
46.0,West Ham,ENG,1,1731.83496094,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
47.0,Burnley,ENG,2,1727.22851562,2025-05-09,2025-05-31,2025-05-11,2025-05-11 10:14:40
49.0,Strasbourg,FRA,1,1726.13830566,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
50.0,Leeds,ENG,2,1719.99145508,2025-05-09,2025-05-31,2025-05-11,2025-05-11 10:14:40
51.0,Nice,FRA,1,1710.18994141,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
61.0,Valencia,ESP,1,1683.35229492,2025-05-11,2025-05-14,2025-05-11,2025-05-11 10:14:40
62.0,Sociedad,ESP,1,1681.72058105,2025-05-11,2025-05-13,2025-05-11,2025-05-11 10:14:40
63.0,Celta,ESP,1,1678.87866211,2025-05-11,2025-05-13,2025-05-11,2025-05-11 10:14:40
64.0,Brest,FRA,1,1675.10803223,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
66.0,Osasuna,ESP,1,1672.04638672,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
67.0,Lens,FRA,1,1667.52282715,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
72.0,Girona,ESP,1,1656.40698242,2025-05-11,2025-05-13,2025-05-11,2025-05-11 10:14:40
73.0,Rennes,FRA,1,1652.02453613,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
74.0,Mallorca,ESP,1,1650.66589355,2025-05-11,2025-05-14,2025-05-11,2025-05-11 10:14:40
77.0,Sevilla,ESP,1,1649.36193848,2025-05-11,2025-05-13,2025-05-11,2025-05-11 10:14:40
78.0,Espanyol,ESP,1,1649.20056152,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
80.0,Getafe,ESP,1,1644.21289062,2025-05-11,2025-05-15,2025-05-11,2025-05-11 10:14:40
83.0,Rayo Vallecano,ESP,1,1642.36010742,2025-05-10,2025-05-15,2025-05-11,2025-05-11 10:14:40
84.0,Toulouse,FRA,1,1641.68237305,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
87.0,Alaves,ESP,1,1636.48120117,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
91.0,Auxerre,FRA,1,1627.67626953,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
95.0,Ipswich,ENG,1,1610.25732422,2025-05-11,2025-05-18,2025-05-11,2025-05-11 10:14:40
,Leicester,ENG,1,1604.83935547,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
,Reims,FRA,1,1602.84289551,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
,Las Palmas,ESP,1,1596.91345215,2025-05-10,2025-05-13,2025-05-11,2025-05-11 10:14:40
,Elche,ESP,2,1589.2713623,2025-05-11,2025-05-31,2025-05-11,2025-05-11 10:14:40
,Lorient,FRA,2,1584.61950684,2025-05-11,2025-05-31,2025-05-11,2025-05-11 10:14:40
,Levante,ESP,2,1583.1262207,2025-05-11,2025-05-31,2025-05-11,2025-05-11 10:14:40
,Leganes,ESP,1,1581.57861328,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
,Nantes,FRA,1,1569.28039551,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
,Oviedo,ESP,2,1565.39904785,2025-05-09,2025-05-11,2025-05-11,2025-05-11 10:14:40
,Metz,FRA,2,1559.35766602,2025-05-11,2025-05-31,2025-05-11,2025-05-11 10:14:40
,Southampton,ENG,1,1550.05407715,2025-05-11,2025-05-18,2025-05-11,2025-05-11 10:14:40
,Le Havre,FRA,1,1539.92529297,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
,Paris FC,FRA,2,1531.41674805,2025-05-11,2025-05-31,2025-05-11,2025-05-11 10:14:40
,Angers,FRA,1,1523.69421387,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
,Sunderland,ENG,2,1523.39550781,2025-05-10,2025-05-13,2025-05-11,2025-05-11 10:14:40
,Saint-Etienne,FRA,1,1516.69824219,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
,Montpellier,FRA,1,1494.29943848,2025-05-11,2025-05-17,2025-05-11,2025-05-11 10:14:40
,Valladolid,ESP,1,1490.90637207,2025-05-11,2025-05-13,2025-05-11,2025-05-11 10:14:40
1.0,Liverpool,ENG,1,2010.97302246,2025-05-12,2025-05-19,2025-05-12,2025-05-12 10:18:10
2.0,Arsenal,ENG,1,1983.14660645,2025-05-12,2025-05-18,2025-05-12,2025-05-12 10:18:10
4.0,Man City,ENG,1,1952.70727539,2025-05-11,2025-05-20,2025-05-12,2025-05-12 10:18:10
5.0,Paris SG,FRA,1,1946.47143555,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
6.0,Barcelona,ESP,1,1940.61181641,2025-05-12,2025-05-15,2025-05-12,2025-05-12 10:18:10
7.0,Real Madrid,ESP,1,1935.78198242,2025-05-12,2025-05-14,2025-05-12,2025-05-12 10:18:10
9.0,Chelsea,ENG,1,1890.33813477,2025-05-12,2025-05-16,2025-05-12,2025-05-12 10:18:10
10.0,Newcastle,ENG,1,1872.40881348,2025-05-12,2025-05-18,2025-05-12,2025-05-12 10:18:10
11.0,Aston Villa,ENG,1,1868.98730469,2025-05-11,2025-05-16,2025-05-12,2025-05-12 10:18:10
